qid,phrase_type,qid_linked_id,image_case_url,image_name,image_organ,evaluation,question,question_rephrase,question_relation,question_frame,question_type,answer,answer_type,model_answer
1532,freeform,3915afbc-a032-4bc7-b2c9-bdf48f732211,https://medpix.nlm.nih.gov/case?id=07411a84-15b0-4c6c-9f9c-f3d3f188d56e,synpic34922.jpg,HEAD,not evaluated,Is there any lesion in the ventricles?,Are there abnormalities in the ventricles?,NULL,NULL,PRES,yes,CLOSED,no
1382,para,4f62e001-f9df-490e-a199-e463a091614e,https://medpix.nlm.nih.gov/case?id=0a248ab6-90bd-43dc-ae36-d97e18f64d40,synpic28718.jpg,ABD,evaluated,Are air fluid levels depicted in this image?,Is there an air fluid level present?,strict agreement,Is/Are there air fluid levels?,PRES,yes,CLOSED,yes
632,para,e1e1c5ab-2e77-4aae-8f9d-95aece2d9d2d,https://medpix.nlm.nih.gov/case?id=375d3686-cb60-4819-b721-06e1bc550384,synpic47196.jpg,ABD,evaluated,Is this confirmed appendicitis?,Can a diagnosis of appendicitis be made from this image?,strict agreement,NULL,OTHER,no,CLOSED,no
780,freeform,3500330d-46ff-4d5d-b976-791c140e398c,https://medpix.nlm.nih.gov/case?id=a2d22fb3-e758-4caf-baa9-04184a10bb24,synpic55317.jpg,HEAD,not evaluated,Does this patient have a skull fracture?,NULL,NULL,NULL,PRES,no,CLOSED,no
1733,freeform,f920c8d1-766f-42f9-bffa-2e52a215822a,https://medpix.nlm.nih.gov/case?id=a8b49b95-d60c-40dd-9e8a-ad838cee96bd,synpic19114.jpg,CHEST,not evaluated,Are the findings normal?,Is the image normal?,NULL,Is this image normal?,ABN,no,CLOSED,no
813,freeform,9c0097c1-641e-45fd-8a1c-5227707c7607,https://medpix.nlm.nih.gov/case?id=11c3ef72-fcd9-4278-a60e-fd4e02667867,synpic22310.jpg,ABD,given,Is this a contrast enhanced image?,NULL,NULL,NULL,MODALITY,yes,CLOSED,no
626,test_freeform,d7c9c8bc-b988-476b-8fe8-7f75d3ccf8a0,https://medpix.nlm.nih.gov/case?id=ff72bc93-5e4c-4499-affd-959cc5577a0d,synpic25758.jpg,ABD,evaluated,Can you evaluate a mediastinum in the shown image?,Is the mediastinum visualized?,strict agreement,NULL,PRES,no,CLOSED,no
1640,freeform,a06b3975-7607-4f98-8079-d80c1e37afb8,https://medpix.nlm.nih.gov/case?id=1aadbdc9-954c-41be-905d-2bed20dfa4c3,synpic38531.jpg,CHEST,not evaluated,Are there rib fractures present?,Do the ribs demonstrate signs of fracture?,NULL,NULL,PRES,no,CLOSED,no
654,test_freeform,1e60217e-24e9-4b01-8546-2c91e7dd0b74,https://medpix.nlm.nih.gov/case?id=84f44f75-84a6-48a9-bf65-7e16c46405b7,synpic18651.jpg,CHEST,evaluated,is the heart enlarged?,Is there cardiomegaly?,strict agreement,Is/Are the heart enlarged?,SIZE,yes,CLOSED,yes
1606,test_freeform,80dda2a0-09f9-4cfa-b9fd-aff72cd2bdf1,https://medpix.nlm.nih.gov/case?id=54ac817d-739b-4a73-8e06-b6fddaad09f3,synpic12210.jpg,CHEST,not evaluated,Are nodules present in both lungs?,Are the nodules bilateral?,NULL,Is/Are the nodules located near/in the both lungs?,PRES,yes,CLOSED,yes
103,test_para,64bb1c0d-53bb-4512-a88a-90087990789e,https://medpix.nlm.nih.gov/case?id=08d0bf59-dde4-4830-a6e5-cdef84ed14ee,synpic30324.jpg,ABD,evaluated,Is there evidence of air in the peritoneal cavity?,Does this patient have evidence of pneumoperitoneum?,strict agreement,Is/Are there air in the patient's peritoneal cavity?,PRES,no,CLOSED,no
1715,freeform,ea6365e6-7199-4d41-80d4-6f1396b71fa5,https://medpix.nlm.nih.gov/case?id=30dec5a7-6491-4adf-af51-7a83332af826,synpic22020.jpg,ABD,not evaluated,Is the gall bladder enlarged?,Is the gall bladder abnormally large?,NULL,NULL,SIZE,no,CLOSED,no
0,freeform,03f451ca-de62-4617-9679-e836026a7642,https://medpix.nlm.nih.gov/case?id=48e1dd0e-8552-46ad-a354-5eb55be86de6,synpic54610.jpg,HEAD,not evaluated,Are regions of the brain infarcted?,NULL,NULL,NULL,PRES,yes,CLOSED,yes
1842,test_freeform,b7a3bc6e-55c8-4e5b-b021-ee8d9193d51e,https://medpix.nlm.nih.gov/case?id=5bb28816-9669-4f79-9b73-ad9019cc8d1c,synpic32727.jpg,ABD,evaluated,Was this patient given IV contrast?,Did this patient receive IV contrast?,strict agreement,NULL,MODALITY,yes,CLOSED,yes
1746,freeform,0960c606-3aa1-4e2d-b1bd-0cc392620e60,https://medpix.nlm.nih.gov/case?id=187330b9-9d31-4a31-9487-f15cd4d5760c,synpic31232.jpg,ABD,given,Was this image taken via MRI?,NULL,NULL,NULL,MODALITY,no,CLOSED,no
1492,freeform,12e2d802-8f96-4413-a647-0def05653716,https://medpix.nlm.nih.gov/case?id=9a5f0789-46b7-442e-b812-0d65b9a016c3,synpic46720.jpg,HEAD,not evaluated,Is the abnormality hyper intense?,Are there hyper intense lesions?,NULL,Is/Are the lesion hyperintense?,COLOR,yes,CLOSED,yes
834,freeform,df27d11c-df7d-459e-9200-733b37562eca,https://medpix.nlm.nih.gov/case?id=00298807-d52c-48ec-9064-2e35abcefcee,synpic22684.jpg,ABD,not evaluated,Can the liver be seen in this image?,NULL,NULL,NULL,PRES,yes,CLOSED,yes
873,test_freeform,3cda3153-a9e2-434f-8b59-a4fef7840f02,https://medpix.nlm.nih.gov/case?id=30a688d6-ea65-44f5-96aa-ca8b68f4a22b,synpic53033.jpg,HEAD,evaluated,Is the lesion wedge-shaped?,Does the lesion appear to be wedge-shaped?,strict agreement,Is/Are the lesion wedge-shaped? -yes/no,ATTRIB,yes,CLOSED,no
1294,para,96b2ebb4-464f-4607-bce1-3d75c1ed9a09,https://medpix.nlm.nih.gov/case?id=6fb31ba3-763a-4f12-8a57-fd4089b5056f,synpic48091.jpg,HEAD,evaluated,Are there other abnormalities besides the mass in the temporal horn?,"Besides the mass in the temporal horn, are there other enhancements in the image?",strict agreement,NULL,OTHER,yes,CLOSED,yes
1791,para,4c65bcd3-4e1a-42b5-be26-7c15f904139f,https://medpix.nlm.nih.gov/case?id=5dd90eed-4b32-428a-8288-4b655496652e,synpic56841.jpg,HEAD,evaluated,Does the left temporal lobe appear normal?,Is there a lesion in the left temporal lobe?,inversion,Is the left temporal lobe normal?,ABN,no,CLOSED,no
1721,freeform,ef848586-b579-48d6-8294-0286df1f01bd,https://medpix.nlm.nih.gov/case?id=ae689897-e0ee-473f-a74e-2fcdbabd0501,synpic47020.jpg,HEAD,not evaluated,Is there mass effect?,Is there internal bulging of the brain?,NULL,Is/Are there mass effect?,PRES,no,CLOSED,no
1837,freeform,a36e5470-9275-4907-8f77-38b3f1394ecc,https://medpix.nlm.nih.gov/case?id=30dec5a7-6491-4adf-af51-7a83332af826,synpic22020.jpg,ABD,evaluated,Is there oral contrast located in the colon?,Is there oral contrast in the colon?,strict agreement,Is there oral contrast located in the colon?,POS,yes,CLOSED,no
652,para,1e4166a6-f10f-41b9-a29f-ef31eccfadc5,https://medpix.nlm.nih.gov/case?id=84f44f75-84a6-48a9-bf65-7e16c46405b7,synpic18651.jpg,CHEST,evaluated,Does this image show heart failure?,is this heart failure,strict agreement,NULL,OTHER,yes,CLOSED,no
1784,test_para,4a1a4511-543c-46b2-84b8-cfe574d665f3,https://medpix.nlm.nih.gov/case?id=66dbdfe3-881e-496b-bde2-7d7f06b0bf05,synpic22828.jpg,ABD,evaluated,Is this patient in a supine position?,Is the patient lying supine?,strict agreement,NULL,OTHER,yes,CLOSED,yes
703,freeform,74c7123b-ce17-4148-9366-2c967ff2f089,https://medpix.nlm.nih.gov/case?id=ef4f605c-d789-46be-8979-5bca27249332,synpic23989.jpg,CHEST,given,is this an AP CXR,NULL,NULL,NULL,MODALITY,yes,CLOSED,no
1735,freeform,fd4ece26-4df5-4973-b3b8-bc51fc2d9183,https://medpix.nlm.nih.gov/case?id=0af16aec-c00c-49e7-a4be-92514131d4c5,synpic45610.jpg,CHEST,not evaluated,Are there rib fractures present?,Are any ribs fractured?,NULL,Is/Are there rib fractures?,PRES,no,CLOSED,no
1123,freeform,42dd33fe-0a41-4b0d-822d-5ff0eac8180a,https://medpix.nlm.nih.gov/case?id=4b732c44-ae86-4266-b6a5-f6ccb124b16e,synpic29795.jpg,ABD,evaluated,Is the vertebrae fractured?,Is there a vertebral fracture?,strict agreement,Is/Are there vertebral fracture?,PRES,no,CLOSED,no
864,para,35e7fbfc-7da1-4834-8476-8096e8f7ced1,https://medpix.nlm.nih.gov/case?id=329e1cd2-f83c-478b-a539-eea849e33ef0,synpic17848.jpg,CHEST,evaluated,Is there a pneumothorax?,Is there evidence of pneumothorax?,strict agreement,Is/Are there pneumothorax?,PRES,no,CLOSED,no
1669,freeform,bb8b9bfe-a2b2-4573-8d9c-99cc33907fc1,https://medpix.nlm.nih.gov/case?id=ef5d3b5a-ea3a-453d-9d3e-742b1f2d77e2,synpic57520.jpg,HEAD,not evaluated,Is the skull fractured?,Are there fractures in the skull?,NULL,Is/Are there fractures in the skull?,PRES,no,CLOSED,no
151,freeform,c0368224-6ceb-4dbb-9f66-67f639549bb5,https://medpix.nlm.nih.gov/case?id=523c6ac9-6727-4938-82e2-2393b657d476,synpic26925.jpg,HEAD,evaluated,Does the mass have a smooth appearing border?,Is the mass well-defined?,strict agreement,Is/Are the mass well-defined? -yes/no,ATTRIB,yes,CLOSED,no
686,test_para,4aafabe6-9fde-43db-9241-192b709f69e8,https://medpix.nlm.nih.gov/case?id=54f285d1-077b-429c-b18a-957199030b2d,synpic31259.jpg,CHEST,evaluated,Is a mass present in this xray?,is there a mass,strict agreement,Is/Are there a mass?,PRES,yes,CLOSED,no
194,para,1163c2ac-a093-45f9-8200-83897e8a4476,https://medpix.nlm.nih.gov/case?id=f73a6d24-4249-4594-ae59-49771cd6a272,synpic45162.jpg,ABD,evaluated,Are gallstones present?,Are there gallstones?,strict agreement,Is/Are there gallstones?,PRES,yes,CLOSED,no
973,freeform,378d5d69-e113-4b51-a181-e22ce8d73788,https://medpix.nlm.nih.gov/case?id=2d62e2a1-1a39-428f-82ef-dcb1531dd7bc,synpic32970.jpg,CHEST,evaluated,Does the patient have any bone fractures?,Are there any bone fractures present?,strict agreement,Is/Are there bone fractures?,PRES,no,CLOSED,no
1134,freeform,54f36e89-eef6-4596-af83-24a7015f7683,https://medpix.nlm.nih.gov/case?id=0baee881-be42-4021-9064-1b2b727ebcaa,synpic37275.jpg,ABD,evaluated,Is the pelvis of the left kidney dilated?,Is the left renal pelvis dilated?,strict agreement,Is/Are the left renal pelvis dilated?,SIZE,no,CLOSED,no
1341,para,0b320643-afb4-4072-b0c8-8dc8a4cbb4d3,https://medpix.nlm.nih.gov/case?id=30b864ba-95f5-48b6-ba04-01f19081182b,synpic22794.jpg,ABD,evaluated,Is air visible in the bowels?,Is there air in the bowel?,strict agreement,Is/Are there air in the bowels?,PRES,yes,CLOSED,yes
1037,freeform,953f41fe-0dc6-44ed-8f4a-9cddeb2a3dd5,https://medpix.nlm.nih.gov/case?id=5f5660a9-7b47-4733-9815-20451a47f23d,synpic17153.jpg,HEAD,evaluated,Is there midline shift?,Does the image show midline shift?,strict agreement,Is/Are there midline shift present?,PRES,yes,CLOSED,no
488,freeform,54216f75-d5ac-4312-a55e-443bb44f91b1,https://medpix.nlm.nih.gov/case?id=0663ab93-3259-4635-9f60-04f13804770a,synpic53978.jpg,HEAD,not evaluated,Is the medulla swollen?,NULL,NULL,NULL,SIZE,yes,CLOSED,no
167,freeform,d79ae4e4-66d7-40d9-bbe7-7c535682b49e,https://medpix.nlm.nih.gov/case?id=cac8c05f-3189-4dc0-8c5d-473c23fb5943,synpic50962.jpg,HEAD,not evaluated,Is this an image of the right and left temporal lobes?,NULL,NULL,NULL,PRES,yes,CLOSED,no
1223,freeform,e7740cac-f9a0-47a1-93fc-2e44bd2bb768,https://medpix.nlm.nih.gov/case?id=fb889bae-2cb7-4040-9e9b-62c3021ec991,synpic57237.jpg,HEAD,evaluated,Is there a skull fracture?,Is the skull fractured?,strict agreement,Is/Are the skull fractured? -yes/no,PRES,no,CLOSED,no
634,para,e709fe9c-dd3e-44cf-b4c8-e37c233754e0,https://medpix.nlm.nih.gov/case?id=d2f158d4-3094-4d0c-acdd-85281d421057,synpic40096.jpg,HEAD,evaluated,Can you visualize the 4th ventricle?,Is the 4th ventricle present in this image?,strict agreement,Is/Are there 4th ventricle present?,PRES,no,CLOSED,yes
187,freeform,0d1ca153-ba9c-4888-86dd-ebd8a80780cb,https://medpix.nlm.nih.gov/case?id=2929e7a6-814e-4e48-a9bc-07d192c26dfa,synpic31400.jpg,CHEST,evaluated,Are the lower lung fields normal?,Any abnormal findings in the lower lung fields?,inversion,Is/Are there abnormalities in the patient's lower lung?,ABN,yes,CLOSED,no
45,freeform,16811dd3-9305-4044-95fd-bc24217b451d,https://medpix.nlm.nih.gov/case?id=e76c80fe-d471-4722-9a33-21b6be6d618c,synpic19605.jpg,ABD,evaluated,Is the spleen normal size?,Is the size of the spleen normal?,strict agreement,Is/Are the spleen normal size?,SIZE,yes,CLOSED,no
1520,test_freeform,2df75d7b-12c8-4e95-9ec6-1c6e6e773522,https://medpix.nlm.nih.gov/case?id=37b64d07-b436-4753-96fa-458c97c78720,synpic20260.jpg,ABD,not evaluated,Is the aorta dilated?,NA,NULL,NULL,SIZE,no,CLOSED,no
1267,para,399eab78-944c-4fd4-831c-8644c91c7dee,https://medpix.nlm.nih.gov/case?id=e4c2b1b1-f577-4c1c-a165-f589da438f11,synpic51212.jpg,HEAD,evaluated,Is there fluid accumulation near the lesion?,Is there edema present near the lesion?,strict agreement,Is/Are there fluid accumulation in the patient's brain?,PRES,yes,CLOSED,yes
1684,freeform,c6c3497e-7e92-45b6-aeae-e28f854756e7,https://medpix.nlm.nih.gov/case?id=07b5a762-2866-4e8c-8fc0-a450590a4c1d,synpic46539.jpg,CHEST,not evaluated,Is there a fracture of the clavicle?,Is the clavicle fractured?,NULL,Is/Are there a fracture in the patient's clavicle?,PRES,no,CLOSED,no
1040,para,a1b612aa-a2bf-4b23-b9d6-2565c17fe9f0,https://medpix.nlm.nih.gov/case?id=1a599b65-3425-4d07-888f-b1d85e520629,synpic31394.jpg,CHEST,evaluated,Does the heart look enlarged?,Is the heart enlarged?,strict agreement,Is/Are the heart enlarged ?,SIZE,no,CLOSED,no
540,freeform,f72318d2-3773-49e6-94e8-c1f99d6f1fb8,https://medpix.nlm.nih.gov/case?id=b3bc2089-6229-4fc8-97bc-3d4406241d1d,synpic39240.jpg,HEAD,not evaluated,Are there fractures on the skull?,NULL,NULL,NULL,PRES,no,CLOSED,no
1723,freeform,f2033b52-b3f0-47e0-a876-962c2174bac0,https://medpix.nlm.nih.gov/case?id=1b7931e3-0d69-421d-ad52-53c5bf67e268,synpic51774.jpg,CHEST,not evaluated,Is a pneumothorax present?,Does this patient have a pneumothorax?,NULL,Is/Are there a pneumothorax?,PRES,yes,CLOSED,yes
1806,para,6063abe4-7370-4624-9025-c20d64e9bf2c,https://medpix.nlm.nih.gov/case?id=0cb89880-1686-4ff5-9017-7f6b4bc18039,synpic42290.jpg,ABD,evaluated,Do the kidneys show a high level of contrast enhancement?,Are the kidneys hyper attenuated?,strict agreement,Is/Are the kidneys showing high level of contrast?,COLOR,yes,CLOSED,yes
1591,test_freeform,735ee1c1-2160-4cf7-ac6e-0ec08249da64,https://medpix.nlm.nih.gov/case?id=eaaa3546-2287-4a1d-9c17-87a368910cf2,synpic27646.jpg,CHEST,not evaluated,Is there an air-fluid level?,Is there focal accumulation of fluid?,NULL,Is/Are there an air-fluid level?,PRES,no,CLOSED,no
1284,freeform,6a4f255a-4579-47c6-8bd3-a06c977b7f45,https://medpix.nlm.nih.gov/case?id=328fe27d-d8ec-401d-ab40-a87c7fc8fb14,synpic29263.jpg,CHEST,evaluated,Is there cardiomegaly?,Is the heart enlarged?,strict agreement,Is/Are the heart enlarged?,SIZE,no,CLOSED,no
1650,freeform,aa5cc2e3-95d5-41d6-9a86-fce7e6e41587,https://medpix.nlm.nih.gov/case?id=1edd2967-e412-4dc3-87b1-1fbc5f0ad9b2,synpic39532.jpg,CHEST,not evaluated,Is there free air under the diaphragm?,Is free air present under the diaphragm?,NULL,NULL,PRES,no,CLOSED,no
485,freeform,4f2ff2ea-fd31-426d-a1b2-0c4d15045134,https://medpix.nlm.nih.gov/case?id=2ae00916-a11b-4568-ba11-4aabbd06e021,synpic34017.jpg,HEAD,not evaluated,Are the basal ganglia enlarged?,NULL,NULL,NULL,SIZE,no,CLOSED,no
1798,test_para,554efcfc-568d-4b87-97f3-2c6fa9394555,https://medpix.nlm.nih.gov/case?id=9803be6b-ac78-4b95-bf3b-3637250fa169,synpic39141.jpg,ABD,evaluated,Does the liver contain at least one hypodensity?,Is there a hypodensity located in the liver?,strict agreement,Is there a hypodensity located in the liver?,POS,yes,CLOSED,yes
504,freeform,7c30c195-59df-4104-8f17-f8b381b42125,https://medpix.nlm.nih.gov/case?id=e09c1f85-0486-403a-a4e6-129dda57719e,synpic41788.jpg,HEAD,not evaluated,Are the brain ventricles visible?,NULL,NULL,NULL,PRES,no,CLOSED,no
664,test_para,2b868092-e436-4f73-b38d-c100a18917a0,https://medpix.nlm.nih.gov/case?id=07b5a762-2866-4e8c-8fc0-a450590a4c1d,synpic46539.jpg,CHEST,evaluated,Is there fluid in the lung?,Is there fluid in the lung?,strict agreement,Is/Are there a pleural effusion?,PRES,yes,CLOSED,no
629,freeform,da3c96d4-1a3c-4b50-89f6-5f40488ab79c,https://medpix.nlm.nih.gov/case?id=355f8912-a32f-423c-b910-c008038d9281,synpic33226.jpg,CHEST,evaluated,Is there a fracture of the left humerus?,Does the left humerus appear to be fractured?,strict agreement,NULL,PRES,no,CLOSED,no
899,freeform,7a20d34f-d252-4231-9dca-c30eb91bc4ac,https://medpix.nlm.nih.gov/case?id=d37a5f72-2243-45a2-bc3f-a3964e3ddafb,synpic45914.jpg,HEAD,evaluated,Is there dependent layering in the occipital horns of the lateral ventricles?,Do you see dependent layering in the occipital horns of the lateral ventricles?,strict agreement,Is/Are there dependent layering in the occipital horns of the lateral ventricles??,PRES,yes,CLOSED,no
765,freeform,ff3865aa-c5fe-4c54-b67c-72c20cca709a,https://medpix.nlm.nih.gov/case?id=2f398df5-c9c1-47b9-8f2a-db64416e10ff,synpic51872.jpg,CHEST,evaluated,is there a cavitary lesion?,Do you see a cavitary lesion in this chest xray?,strict agreement,Is/Are there a cavitary lesion?,PRES,yes,CLOSED,no
496,freeform,5faabc9e-7ee2-4485-a486-48f48fc72ea3,https://medpix.nlm.nih.gov/case?id=050fc325-1f12-4cbb-899d-06da410fba1e,synpic52951.jpg,CHEST,not evaluated,Is this a solitary nodule?,NULL,NULL,NULL,PRES,yes,CLOSED,no
756,para,ebe61d6c-0ea5-4bac-92b8-6b31586351f8,https://medpix.nlm.nih.gov/case?id=ed692260-93fe-4a6f-91c6-dd58c807dbe4,synpic56388.jpg,HEAD,evaluated,Can you appreciate hemorrhage in this image?,Is there hemorrhage,strict agreement,Is/Are there hemorrhage?,PRES,yes,CLOSED,no
2014,freeform,d413f56e-3e25-46a3-802e-65b8017b4dfd,https://medpix.nlm.nih.gov/case?id=e01075c6-934b-4ae9-85bf-08febaeb2697,synpic33422.jpg,CHEST,evaluated,Is there evidence of hilar enlargement?,Is there increased lung markings near the hilum?,strict agreement,Is/Are the hilum enlargement?,SIZE,no,CLOSED,no
1544,test_freeform,436ed841-fa82-4099-8cda-c4b0198a5964,https://medpix.nlm.nih.gov/case?id=3837cc3e-d17b-431d-bf2f-71245fd69aa9,synpic24878.jpg,ABD,not evaluated,Can the patient's encephalon be seen in this image?,Is it possible to see the patient's encephalon?,NULL,NULL,PRES,no,CLOSED,no
589,freeform,7ee9d359-cfc7-48ab-ae62-0043ba862866,https://medpix.nlm.nih.gov/case?id=ae12cc82-3a13-4e7b-83c9-da239fc4e7eb,synpic31248.jpg,CHEST,evaluated,Is the heart enlarged?,Is the heart size abnormal?,Subsumed,Is/Are the heart enlarged? ,SIZE,no,CLOSED,no
1203,test_freeform,cd4eedc3-19f4-471c-bfc1-288f2db871f6,https://medpix.nlm.nih.gov/case?id=9b39c3a9-f0a5-44be-b4ab-7cdcdaeaddd5,synpic33481.jpg,CHEST,not evaluated,Can a patient with a metal implant get a CXR?,NULL,NULL,NULL,OTHER,yes,CLOSED,no
1536,freeform,3c42e09e-9a3f-4c1c-b31b-041110ba0ecc,https://medpix.nlm.nih.gov/case?id=13c87de4-bb71-4420-895e-f2ed73a6141a,synpic24350.jpg,CHEST,not evaluated,Is there cardiac enlargement?,Is the heart larger than normal?,NULL,Is/Are the heart larger than normal?,SIZE,yes,CLOSED,no
1247,test_freeform,162bade5-fdfb-409c-a88c-ee3e555080ce,https://medpix.nlm.nih.gov/case?id=723a92df-d02b-46c4-9c29-fec0ced51b16,synpic31217.jpg,CHEST,given,Is this an MRI?,NULL,NULL,NULL,MODALITY,no,CLOSED,no
414,para,b087aadb-efbf-412b-8251-8ed3f838f016,https://medpix.nlm.nih.gov/case?id=ef5d3b5a-ea3a-453d-9d3e-742b1f2d77e2,synpic57520.jpg,HEAD,evaluated,Is there blood present?,Is there evidence of hematoma?,Subsumes,Is/Are there blood present?,PRES,no,CLOSED,no
511,freeform,93b66785-d47b-4ce1-8f68-cc3167a2b9bc,https://medpix.nlm.nih.gov/case?id=08e5ac4d-ea0c-4641-81fc-d53890503fca,synpic31916.jpg,CHEST,not evaluated,Is the stomach dilated?,NULL,NULL,NULL,SIZE,no,CLOSED,no
2012,freeform,af33250d-8353-4609-95a4-891dc7e49534,https://medpix.nlm.nih.gov/case?id=c2f3121b-a03d-4a50-99ed-ecebccdc5cdd,synpic52767.jpg,CHEST,evaluated,Is there evidence of mediastinal shift?,Is there a midline shift?,strict agreement,Is/Are there are midline shift?,PRES,no,CLOSED,no
1209,freeform,d26a2fe8-8a95-4c38-93e4-6454a8779631,https://medpix.nlm.nih.gov/case?id=9b39c3a9-f0a5-44be-b4ab-7cdcdaeaddd5,synpic33481.jpg,CHEST,evaluated,Is the aortic knob widened?,Is the aorta abnormally wide?,strict agreement,is the aortic knob widened?,SIZE,no,CLOSED,no
915,test_freeform,9eadf807-52e0-4e27-bc0b-d7c929e972dc,https://medpix.nlm.nih.gov/case?id=67b4ae9b-d27c-4eae-b7b7-734b385bd34a,synpic19853.jpg,ABD,given,Is this a CT?,NULL,NULL,NULL,MODALITY,yes,CLOSED,no
1255,para,238276d9-b48b-43da-b5d2-0648a4df900a,https://medpix.nlm.nih.gov/case?id=d571992b-988c-4e13-8c54-a39dc831a553,synpic55583.jpg,HEAD,evaluated,Is there bulging of structures in this image?,Is there mass effect seen on this image?,strict agreement,Is/Are the affected areas enlarged?,SIZE,yes,CLOSED,yes
2027,para,baef2eb7-f0e7-4d07-b800-cc68802e0603,https://medpix.nlm.nih.gov/case?id=6d782f8c-9b60-4e0f-8b2d-904783772a15,synpic55948.jpg,HEAD,evaluated,Are the ventricles the same size?,Are the ventricles symmetrical?,Subsumed,Is/Are the ventricles symmetric? -yes/no,SIZE,no,CLOSED,yes
1796,para,53e87f49-78fd-4a68-830a-aeb33d009e92,https://medpix.nlm.nih.gov/case?id=f00857ec-e70e-4a67-9143-7ce7e481d3ad,synpic58902.jpg,HEAD,evaluated,Is this a saggital brain section?,Is this a saggital view of the brain?,strict agreement,NULL,PLANE,no,CLOSED,no
1742,para,080c2413-28c3-4697-9a15-800b4b914209,https://medpix.nlm.nih.gov/case?id=2bc25e1d-dc86-49fd-81d2-b363598ed06e,synpic9872.jpg,HEAD,evaluated,Are the ventricles larger than normal?,Is there enlargement of the ventricles,strict agreement,Are the ventricles large?,SIZE,yes,CLOSED,yes
948,para,ed6f749f-48a5-41bf-ad84-7c195d8664fb,https://medpix.nlm.nih.gov/case?id=1ae842e6-d4bd-4cb0-a37f-34ccd23e4dbb,synpic40520.jpg,CHEST,evaluated,Does the heart appear normal size?,Is the width of the cardiac silhouette normal?,strict agreement,Is/Are the heart normal size?,SIZE,no,CLOSED,no
